PAYROLL_BATCH_ID|TAX_YEAR|INV_PREFIX|INV_SUB|INVOICE_COUNTER|CLIENT_ID|SITE|PAYROLL_BATCH_ERROR_TYPE_ID|INVOICE_SUBTYPE_ID|CURRENT_PM_USER_ID|PAYROLL_RECEIVE_METH_TYPE_ID|ASSIGN_STAMP
4945388|2014|PC|  |05830724    |39832|CA||1|1078|5|
4967147|2015|PC|  |05837902    |39832|CA||1|1078|10|
4967149|2015|PC|  |05837903    |39832|CA||1|1078|10|
4968035|2015|PC|  |05838326    |39832|CA||1|1078|5|
4968948|2015|PC|  |05838764    |39832|CA||1|1078|5|
4968950|2015|PC|  |05838766    |39832|CA||1|1078|1|
4968960|2015|PC|  |05838768    |39832|CA||1|1078|1|
4969040|2015|PC|  |05838806    |39832|CA||1|1078|1|
4969448|2015|PC|  |05838986    |39832|CA||1|1078|1|
4981489|2015|PC|  |05843621    |39832|CA||1|1078|5|
4981501|2015|PC|  |05843624    |39832|CA||1|1078|1|
4981505|2015|PC|  |05843627    |39832|CA||1|1078|5|
4981513|2015|PC|  |05843628    |39832|CA||1|1078|1|
4981523|2015|PC|  |05843632    |39832|CA||1|1078|1|
4982498|2015|PC|  |05843972    |39832|CA||1|1078|1|
4997931|2015|PC|  |05849240    |39832|CA||1|1078|5|
4997934|2015|PC|  |05849242    |39832|CA||1|1078|1|
4997947|2015|PC|  |05849249    |39832|CA||1|1078|5|
4998118|2015|PC|  |05849313    |39832|CA||1|1078|5|
4998249|2015|PC|  |05849355    |39832|CA||1|1078|5|
4998821|2015|PC|  |05849548    |39832|CA||1|1078|5|
5028808|2014|PC|  |05857975    |39832|CA|7|11|1078|10|
5016159|2015|PC|  |05854637    |39832|CA||1|1078|5|
5016172|2015|PC|  |05854641    |39832|CA||1|1078|5|
5016177|2015|PC|  |05854644    |39832|CA||1|1078|5|
5016336|2015|PC|  |05854711    |39832|CA||1|1078|5|
5016429|2015|PC|  |05854751    |39832|CA||1|1078|1|
5016924|2015|PC|  |05854901    |39832|CA||1|1078|5|
5017113|2015|PC|  |05854964    |39832|CA||1|1078|5|
5017165|2015|PC|  |05854985    |39832|CA||1|1078|5|
5017465|2015|PC|  |05855048    |39832|CA||1|1078|5|
5032883|2015|PC|  |05859377    |39832|CA||1|1078|5|
5032885|2015|PC|  |05859380    |39832|CA||1|1078|5|
5035363|2015|PC|  |05860421    |39832|CA||1|1078|1|
5035395|2015|PC|  |05860443    |39832|CA|7|11|1078|10|
5035417|2015|PC|  |05860447    |39832|CA||1|1078|10|
5036027|2015|PC|  |05860660    |39832|CA||1|1078|10|
5036760|2015|PC|  |05860943    |39832|CA||1|1078|5|
5046407|2014|PC|  |05863584    |39832|CA|1|11|1078|10|
5046413|2014|PC|  |05863585    |39832|CA|1|11|1078|10|
5046417|2014|PC|  |05863586    |39832|CA|1|11|1078|10|
5053415|2015|PC|  |05866780    |39832|CA||1|1078|5|
5053417|2015|PC|  |05866781    |39832|CA||1|1078|5|
5053446|2015|PC|  |05866792    |39832|CA||1|1078|5|
5053451|2015|PC|  |05866793    |39832|CA||1|1078|10|
5056343|2015|PC|  |05868974    |39832|CA||1|1078|5|
5056547|2015|PC|  |05869061    |39832|CA||1|1078|5|
5056592|2015|PC|  |05869088    |39832|CA||1|1078|5|
5056609|2015|PC|  |05869091    |39832|CA||1|1078|5|
5084707|2014|PC|  |05880159    |39832|CA|1|14|1078|10|
5074767|2015|PC|  |05876624    |39832|CA||1|1078|1|
5074963|2015|PC|  |05876710    |39832|CA||1|1078|1|
5074971|2015|PC|  |05876711    |39832|CA||1|1078|1|
5075102|2015|PC|  |05876751    |39832|CA||1|1078|1|
5075276|2015|PC|  |05876845    |39832|CA||1|1078|1|
5076034|2015|PC|  |05877034    |39832|CA||1|1078|5|
5076040|2015|PC|  |05877038    |39832|CA||1|1078|1|
5088240|2015|PC|  |05881857    |39832|CA||1|1078|5|
5088397|2015|PC|  |05883184    |39832|CA||1|1078|5|
5088399|2015|PC|  |05883185    |39832|CA||1|1078|5|
5103188|2014|PC|  |05888615    |39832|CA|8|14|1078|10|
5093478|2015|PC|  |05884942    |39832|CA||1|1078|5|
5093481|2015|PC|  |05884943    |39832|CA||1|1078|1|
5093483|2015|PC|  |05884945    |39832|CA||1|1078|1|
5093524|2015|PC|  |05884971    |39832|CA||1|1078|1|
5093542|2015|PC|  |05884980    |39832|CA||1|1078|5|
5096802|2015|PC|  |05885976    |39832|CA||1|1078|10|
5098049|2015|PC|  |05886293    |39832|CA||1|1078|5|
5106541|2015|PC|  |05890471    |39832|CA||1|1078|5|
5106559|2015|PC|  |05890492    |39832|CA||1|1078|5|
5110521|2015|PC|  |05892448    |39832|CA||1|1078|5|
5111063|2015|PC|  |05892647    |39832|CA||1|1078|5|
5111067|2015|PC|  |05892648    |39832|CA||1|1078|5|
5111165|2015|PC|  |05892678    |39832|CA||1|1078|5|
5111168|2015|PC|  |05892681    |39832|CA||1|1078|5|
5114720|2015|PC|  |05894500    |39832|CA||1|1078|5|
5125808|2015|PC|  |05899263    |39832|CA||1|1078|5|
5125811|2015|PC|  |05899268    |39832|CA||1|1078|5|
5125812|2015|PC|  |05899269    |39832|CA||1|1078|5|
5128674|2015|PC|  |05900730    |39832|CA||1|1078|5|
5128678|2015|PC|  |05900732    |39832|CA||1|1078|5|
5128680|2015|PC|  |05900733    |39832|CA||1|1078|5|
5132615|2014|PC|  |05902228    |39832|CA|1|11|1078|10|
5140792|2014|PC|  |05905577    |39832|CA|1|10|1078|10|
5143549|2014|PC|  |05906923    |39832|CA|1|14|1078|10|
5160955|2014|PC|  |05914295    |39832|CA|8|14|1078|10|
5160905|2015|PC|  |05914273    |39832|CA||1|1078|5|
5147078|2015|PC|  |05909244    |39832|CA||1|1078|5|
5147084|2015|PC|  |05909245    |39832|CA||1|1078|10|
5147105|2015|PC|  |05909253    |39832|CA||1|1078|5|
5147119|2015|PC|  |05909257    |39832|CA||1|1078|5|
5147135|2015|PC|  |05909263    |39832|CA||1|1078|5|
5147151|2015|PC|  |05909271    |39832|CA||1|1078|5|
5147173|2015|PC|  |05909276    |39832|CA||1|1078|5|
5165179|2015|PC|  |05916595    |39832|CA||1|1078|5|
5165181|2015|PC|  |05916596    |39832|CA||1|1078|5|
5165184|2015|PC|  |05916599    |39832|CA||1|1078|5|
5165186|2015|PC|  |05916600    |39832|CA||1|1078|5|
5169161|2015|PC|  |05918076    |39832|CA||1|1078|5|
5169165|2015|PC|  |05918082    |39832|CA||1|1078|5|
5169179|2015|PC|  |05918084    |39832|CA||1|1078|5|
5169184|2015|PC|  |05918087    |39832|CA||1|1078|5|
5171902|2015|PC|  |05919321    |39832|CA||1|1078|10|
5218935|2015|PC|  |05938241    |39832|CA|1|6|1078|9|
5182777|2014|PC|  |05923427    |39832|CA|1|14|1078|10|
5185940|2015|PC|  |05925259    |39832|CA||1|1078|5|
5185944|2015|PC|  |05925262    |39832|CA||1|1078|10|
5186001|2015|PC|  |05925292    |39832|CA||1|1078|5|
5186016|2015|PC|  |05925299    |39832|CA||1|1078|5|
5186019|2015|PC|  |05925301    |39832|CA||1|1078|5|
5188819|2015|PC|  |05926390    |39832|CA||1|1078|5|
5189057|2015|PC|  |05926484    |39832|CA||1|1078|4|
5189787|2015|PC|  |05926687    |39832|CA||1|1078|5|
5202194|2015|PC|  |05931511    |39832|CA||1|1078|5|
5202199|2015|PC|  |05931514    |39832|CA||1|1078|5|
5202204|2015|PC|  |05931515    |39832|CA||1|1078|5|
5202206|2015|PC|  |05931518    |39832|CA||1|1078|5|
5202212|2015|PC|  |05931520    |39832|CA||1|1078|5|
5202213|2015|PC|  |05931521    |39832|CA||1|1078|5|
5202217|2015|PC|  |05931522    |39832|CA||1|1078|5|
5202220|2015|PC|  |05931524    |39832|CA||1|1078|5|
5206827|2015|PC|  |05933892    |39832|CA||1|1078|5|
5206831|2015|PC|  |05933893    |39832|CA||1|1078|5|
5206832|2015|PC|  |05933894    |39832|CA||1|1078|5|
5206843|2015|PC|  |05933900    |39832|CA||1|1078|5|
5210161|2015|PC|  |05935313    |39832|CA||1|1078|10|
5226243|2015|PC|  |05942252    |39832|CA||1|1078|5|
5226246|2015|PC|  |05942255    |39832|CA||1|1078|5|
5226254|2015|PC|  |05942257    |39832|CA||1|1078|5|
5226255|2015|PC|  |05942259    |39832|CA||1|1078|10|
5226257|2015|PC|  |05942260    |39832|CA||1|1078|5|
5226459|2015|PC|  |05942322    |39832|CA||1|1078|5|
5227200|2015|PC|  |05942576    |39832|CA||1|1078|5|
5240170|2015|PC|  |05947753    |39832|CA||1|1078|5|
5240173|2015|PC|  |05947754    |39832|CA||1|1078|5|
5240252|2015|PC|  |05947788    |39832|CA||1|1078|5|
5240255|2015|PC|  |05947790    |39832|CA||1|1078|5|
5240261|2015|PC|  |05947792    |39832|CA||1|1078|5|
5240263|2015|PC|  |05947793    |39832|CA||1|1078|5|
5240270|2015|PC|  |05947795    |39832|CA||1|1078|5|
5240275|2015|PC|  |05947797    |39832|CA||1|1078|5|
5240278|2015|PC|  |05947800    |39832|CA||1|1078|5|
5245172|2015|PC|  |05950171    |39832|CA||1|1078|5|
5245173|2015|PC|  |05950172    |39832|CA||1|1078|5|
5245175|2015|PC|  |05950173    |39832|CA||1|1078|5|
5245176|2015|PC|  |05950174    |39832|CA||1|1078|5|
5245179|2015|PC|  |05950176    |39832|CA||1|1078|5|
5245181|2015|PC|  |05950178    |39832|CA||1|1078|5|
5250457|2015|PC|  |05953017    |39832|CA||1|1078|5|
5258466|2015|PC|  |05956034    |39832|CA||1|1078|5|
5258470|2015|PC|  |05956036    |39832|CA||1|1078|5|
5259048|2015|PC|  |05956292    |39832|CA||1|1078|5|
5259101|2015|PC|  |05956321    |39832|CA||1|1078|10|
5259103|2015|PC|  |05956323    |39832|CA||1|1078|10|
5259228|2015|PC|  |05956572    |39832|CA||1|1078|5|
5259233|2015|PC|  |05956573    |39832|CA||1|1078|5|
5259240|2015|PC|  |05956578    |39832|CA||1|1078|10|
5260711|2015|PC|  |05957201    |39832|CA||1|1078|5|
5273814|2015|PC|  |05963642    |39832|CA||1|1078|10|
5271116|2015|PC|  |05961578    |39832|CA||1|1078|5|
5277667|2015|PC|  |05965692    |39832|CA||1|1078|5|
5277673|2015|PC|  |05965695    |39832|CA||1|1078|5|
5277676|2015|PC|  |05965697    |39832|CA||1|1078|5|
5277703|2015|PC|  |05965710    |39832|CA||1|1078|5|
5282547|2015|PC|  |05969414    |39832|CA||1|1078|5|
5282550|2015|PC|  |05969417    |39832|CA||1|1078|5|
5282572|2015|PC|  |05969427    |39832|CA||1|1078|5|
5282574|2015|PC|  |05969429    |39832|CA||1|1078|5|
5282575|2015|PC|  |05969430    |39832|CA||1|1078|5|
5310214|2015|PC|  |05981883    |39832|CA||1|1078|5|
5299194|2015|PC|  |05977176    |39832|CA||1|1078|5|
5299201|2015|PC|  |05977180    |39832|CA||1|1078|5|
5299220|2015|PC|  |05977191    |39832|CA||1|1078|5|
5299223|2015|PC|  |05977194    |39832|CA||1|1078|5|
5299226|2015|PC|  |05977195    |39832|CA||1|1078|5|
5300475|2015|PC|  |05977684    |39832|CA||1|1078|5|
5313852|2015|PC|  |05983530    |39832|CA||1|1078|5|
5313854|2015|PC|  |05983531    |39832|CA||1|1078|5|
5313855|2015|PC|  |05983532    |39832|CA||1|1078|5|
5318678|2015|PC|  |05986016    |39832|CA||1|1078|5|
5318695|2015|PC|  |05986023    |39832|CA||1|1078|5|
5318700|2015|PC|  |05986026    |39832|CA||1|1078|5|
5318704|2015|PC|  |05986027    |39832|CA||1|1078|5|
5330111|2015|PC|  |05991192    |39832|CA||1|1078|5|
5332501|2015|PC|  |05992366    |39832|CA||1|1078|5|
5332510|2015|PC|  |05992370    |39832|CA||1|1078|5|
5332517|2015|PC|  |05992373    |39832|CA||1|1078|5|
5332603|2015|PC|  |05992408    |39832|CA||1|1078|5|
5332678|2015|PC|  |05992859    |39832|CA||1|1078|5|
5332724|2015|PC|  |05992930    |39832|CA||1|1078|5|
5347763|2015|PC|  |06000292    |39832|CA||1|1078|5|
5347765|2015|PC|  |06000293    |39832|CA||1|1078|5|
5347952|2015|PC|  |06000370    |39832|CA||1|1078|5|
5347954|2015|PC|  |06000371    |39832|CA||1|1078|5|
5355167|2015|PC|  |06004051    |39832|CA||1|1078|5|
5355170|2015|PC|  |06004052    |39832|CA||1|1078|4|
5355173|2015|PC|  |06004053    |39832|CA||1|1078|5|
5355179|2015|PC|  |06004055    |39832|CA||1|1078|5|
5355181|2015|PC|  |06004057    |39832|CA||1|1078|5|
5363896|2015|PC|  |06008680    |39832|CA||1|1078|5|
5363897|2015|PC|  |06008682    |39832|CA||1|1078|5|
5364347|2015|PC|  |06008902    |39832|CA||1|1078|5|
5367035|2015|PC|  |06010506    |39832|CA||1|1078|5|
5367062|2015|PC|  |06010519    |39832|CA||1|1078|5|
5367068|2015|PC|  |06010520    |39832|CA||1|1078|5|
5367073|2015|PC|  |06010524    |39832|CA||1|1078|5|
5393061|2015|PC|  |06021715    |39832|CA||1|1078|5|
5380160|2015|PC|  |06016277    |39832|CA||1|1078|5|
5380167|2015|PC|  |06016285    |39832|CA||1|1078|5|
5380175|2015|PC|  |06016289    |39832|CA||1|1078|5|
5380188|2015|PC|  |06016295    |39832|CA||1|1078|5|
5380195|2015|PC|  |06016303    |39832|CA||1|1078|5|
5380200|2015|PC|  |06016308    |39832|CA||1|1078|5|
5380205|2015|PC|  |06016309    |39832|CA||1|1078|3|
5380595|2015|PC|  |06016475    |39832|CA||1|1078|5|
5392035|2015|PC|  |06021398    |39832|CA||1|1078|5|
5395934|2015|PC|  |06023714    |39832|CA||1|1078|5|
5395938|2015|PC|  |06023716    |39832|CA||1|1078|5|
5396137|2015|PC|  |06023794    |39832|CA||1|1078|5|
5400447|2015|PC|  |06026017    |39832|CA||1|1078|5|
5400448|2015|PC|  |06026018    |39832|CA||1|1078|5|
5400451|2015|PC|  |06026020    |39832|CA||1|1078|5|
5406491|2015|PC|  |06028189    |39832|CA|5|14|1078|10|
5407294|2015|PC|  |06028468    |39832|CA||1|1078|5|
5412618|2015|PC|  |06031413    |39832|CA||1|1078|5|
5412630|2015|PC|  |06031422    |39832|CA||1|1078|5|
5412635|2015|PC|  |06031426    |39832|CA||1|1078|5|
5413141|2015|PC|  |06031676    |39832|CA||1|1078|5|
5414907|2015|PC|  |06032790    |39832|CA|5|13|1078|10|
5414955|2015|PC|  |06032814    |39832|CA||1|1078|5|
5414960|2015|PC|  |06032815    |39832|CA||1|1078|5|
5414967|2015|PC|  |06032818    |39832|CA||1|1078|5|
5414971|2015|PC|  |06032821    |39832|CA||1|1078|5|
5428237|2015|PC|  |06039357    |39832|CA||1|1078|5|
5428239|2015|PC|  |06039359    |39832|CA||1|1078|5|
5428242|2015|PC|  |06039361    |39832|CA||1|1078|5|
5429883|2015|PC|  |06040416    |39832|CA|1|5|1078|5|
5432496|2015|PC|  |06041767    |39832|CA||1|1078|5|
5432499|2015|PC|  |06041769    |39832|CA||1|1078|5|
5432501|2015|PC|  |06041771    |39832|CA||1|1078|5|
5433695|2015|PC|  |06042138    |39832|CA||1|1078|5|
5433712|2015|PC|  |06042146    |39832|CA||1|1078|5|
5433733|2015|PC|  |06042150    |39832|CA||1|1078|5|
5433757|2015|PC|  |06042159    |39832|CA||1|1078|5|
5433785|2015|PC|  |06042172    |39832|CA||1|1078|5|
5433807|2015|PC|  |06042178    |39832|CA||1|1078|5|
5433834|2015|PC|  |06042190    |39832|CA||1|1078|5|
5433858|2015|PC|  |06042195    |39832|CA||1|1078|5|
5433895|2015|PC|  |06042203    |39832|CA||1|1078|5|
5433905|2015|PC|  |06042211    |39832|CA||1|1078|4|
5436109|2015|PC|  |06042860    |39832|CA||1|1078|5|
5436110|2015|PC|  |06042861    |39832|CA||1|1078|5|
5436111|2015|PC|  |06042862    |39832|CA||1|1078|5|
5438972|2015|PC|  |06043963    |39832|CA||1|1078|4|
5438983|2015|PC|  |06043968    |39832|CA||1|1078|5|
5438986|2015|PC|  |06043973    |39832|CA||1|1078|5|
5438991|2015|PC|  |06043977    |39832|CA||1|1078|5|
5439303|2015|PC|  |06044062    |39832|CA||1|1078|5|
5439306|2015|PC|  |06044063    |39832|CA||1|1078|5|
5439307|2015|PC|  |06044064    |39832|CA||1|1078|5|
5439310|2015|PC|  |06044065    |39832|CA||1|1078|5|
5439313|2015|PC|  |06044066    |39832|CA||1|1078|4|
5439314|2015|PC|  |06044068    |39832|CA||1|1078|5|
5439318|2015|PC|  |06044069    |39832|CA||1|1078|5|
5439373|2015|PC|  |06044083    |39832|CA||1|1078|5|
5439376|2015|PC|  |06044084    |39832|CA||1|1078|5|
5439377|2015|PC|  |06044085    |39832|CA||1|1078|5|
5442675|2015|PC|  |06046005    |39832|CA||1|1078|5|
5442680|2015|PC|  |06046007    |39832|CA||1|1078|5|
5446833|2015|PC|  |06048145    |39832|CA||1|1078|5|
5446843|2015|PC|  |06048150    |39832|CA||1|1078|5|
5446860|2015|PC|  |06048158    |39832|CA||1|1078|5|
5479435|2015|PC|  |06063761    |39832|CA||1|1078|5|
5528164|2015|PC|  |06087754    |39832|CA||1|1078|10|
5528166|2015|PC|  |06087756    |39832|CA||1|1078|5|
5528331|2015|PC|  |06087808    |39832|CA||1|1078|5|
5535363|2015|PC|  |06090970    |39832|CA||1|1078|5|
5535896|2015|PC|  |06091154    |39832|CA||1|1078|10|
5535900|2015|PC|  |06091163    |39832|CA||1|1078|5|
5541594|2015|PC|  |06093278    |39832|CA||1|1078|5|
5545368|2015|PC|  |06095195    |39832|CA||1|1078|5|
5545369|2015|PC|  |06095196    |39832|CA||1|1078|5|
5545459|2015|PC|  |06095238    |39832|CA||1|1078|5|
5550558|2015|PC|  |06097914    |39832|CA||1|9031|5|
5552033|2015|PC|  |06098634    |39832|CA||1|1078|5|
5552055|2015|PC|  |06098641    |39832|CA||1|1078|5|
5552062|2015|PC|  |06098644    |39832|CA||1|1078|5|
5564298|2015|PC|  |06104507    |39832|CA||1|1078|5|
5564299|2015|PC|  |06104508    |39832|CA||1|1078|5|
5564307|2015|PC|  |06104513    |39832|CA||1|1078|5|
5564313|2015|PC|  |06104514    |39832|CA||1|1078|5|
5564314|2015|PC|  |06104516    |39832|CA||1|1078|5|
5571131|2015|PC|  |06108725    |39832|CA||1|1078|5|
5591978|2015|PC|  |06118965    |39832|CA||1|1078|10|
5591982|2015|PC|  |06118967    |39832|CA||1|1078|5|
5591985|2015|PC|  |06118969    |39832|CA||1|1078|5|
5591992|2015|PC|  |06118970    |39832|CA||1|1078|5|
5591995|2015|PC|  |06118973    |39832|CA||1|1078|5|
5592002|2015|PC|  |06118976    |39832|CA||1|1078|5|
5592006|2015|PC|  |06118979    |39832|CA||1|1078|5|
5593451|2015|PC|  |06119449    |39832|CA||1|1078|5|
5610327|2015|PC|  |06129096    |39832|CA||1|1078|5|
5610331|2015|PC|  |06129099    |39832|CA||1|1078|5|
5610333|2015|PC|  |06129101    |39832|CA||1|1078|5|
5610334|2015|PC|  |06129104    |39832|CA||1|1078|5|
5610337|2015|PC|  |06129105    |39832|CA||1|1078|5|
5610340|2015|PC|  |06129107    |39832|CA||1|1078|5|
5628714|2015|PC|  |06138015    |39832|CA||1|1078|4|
5628774|2015|PC|  |06138042    |39832|CA||1|1078|5|
5629234|2015|PC|  |06138254    |39832|CA||1|1078|5|
5629237|2015|PC|  |06138258    |39832|CA||1|1078|5|
5629244|2015|PC|  |06138263    |39832|CA||1|1078|10|
5629247|2015|PC|  |06138267    |39832|CA||1|1078|5|
5629625|2015|PC|  |06138461    |39832|CA||1|1078|10|
5645399|2015|PC|  |06145682    |39832|CA||1|1078|5|
5645406|2015|PC|  |06145684    |39832|CA||1|1078|5|
5645414|2015|PC|  |06145695    |39832|CA||1|1078|5|
5645419|2015|PC|  |06145703    |39832|CA||1|1078|5|
5645428|2015|PC|  |06145706    |39832|CA||1|1078|5|
5645831|2015|PC|  |06145891    |39832|CA||1|1078|5|
5646081|2015|PC|  |06146019    |39832|CA||1|1078|5|
5664356|2015|PC|  |06153311    |39832|CA||1|1078|5|
5664481|2015|PC|  |06153362    |39832|CA||1|1078|5|
5664551|2015|PC|  |06153384    |39832|CA||1|1078|5|
5666266|2015|PC|  |06154358    |39832|CA||1|1078|10|
5666272|2015|PC|  |06154359    |39832|CA||1|1078|5|
5666861|2015|PC|  |06154557    |39832|CA||1|1078|5|
5666884|2015|PC|  |06154568    |39832|CA||1|1078|5|
5672300|2015|PC|  |06156509    |39832|CA||1|1078|5|
5672792|2015|PC|  |06156629    |39832|CA||1|1078|5|
5684093|2015|PC|  |06161671    |39832|CA|1|14|1078|10|
5687788|2015|PC|  |06163694    |39832|CA|8|9|1078|10|
5687879|2015|PC|  |06151215    |39832|CA|7|11|1078|10|
5688825|2015|PC|  |06164066    |39832|CA|1|14|1078|10|
5689920|2015|PC|  |06164785    |39832|CA||1|1078|5|
5689921|2015|PC|  |06164786    |39832|CA||1|1078|5|
5689923|2015|PC|  |06164787    |39832|CA||1|1078|5|
5689924|2015|PC|  |06164788    |39832|CA||1|1078|5|
5689925|2015|PC|  |06164789    |39832|CA||1|1078|5|
5689927|2015|PC|  |06164790    |39832|CA||1|1078|5|
5694009|2015|PC|  |06165840    |39832|CA||1|1078|5|
5698684|2015|PC|  |06167573    |39832|CA||1|1078|5|
5704296|2015|PC|  |06170223    |39832|CA||1|1078|5|
5704642|2015|PC|  |06170425    |39832|CA||1|1078|5|
5705512|2015|PC|  |06170864    |39832|CA||1|1078|5|
5705611|2015|PC|  |06170882    |39832|CA||1|1078|5|
5709456|2015|PC|  |06172591    |39832|CA||1|1078|5|
5709471|2015|PC|  |06172593    |39832|CA||1|1078|5|
5709969|2015|PC|  |06172759    |39832|CA||1|1078|5|
5709975|2015|PC|  |06172763    |39832|CA||1|1078|5|
5724669|2015|PC|  |06178632    |39832|CA||1|1078|5|
5724688|2015|PC|  |06178646    |39832|CA||1|1078|5|
5724690|2015|PC|  |06178647    |39832|CA||1|1078|5|
5724703|2015|PC|  |06178652    |39832|CA||1|1078|5|
5724712|2015|PC|  |06178654    |39832|CA||1|1078|5|
5725883|2015|PC|  |06179284    |39832|CA||1|1078|5|
5729350|2015|PC|  |06181036    |39832|CA||1|1078|5|
5733902|2015|PC|  |06182749    |39832|CA||1|1078|5|
5745562|2015|PC|  |06189202    |39832|CA||1|1078|5|
5745576|2015|PC|  |06189212    |39832|CA||1|1078|2|
5745586|2015|PC|  |06189214    |39832|CA||1|1078|10|
5745615|2015|PC|  |06189221    |39832|CA||1|1078|5|
5745622|2015|PC|  |06189237    |39832|CA||1|1078|5|
5745631|2015|PC|  |06189242    |39832|CA||1|1078|5|
5745636|2015|PC|  |06189248    |39832|CA||1|1078|5|
5745662|2015|PC|  |06189265    |39832|CA||1|1078|5|
5760481|2015|PC|  |06194641    |39832|CA||1|1078|5|
5760595|2015|PC|  |06194648    |39832|CA||1|1078|5|
5761539|2015|PC|  |06195322    |39832|CA||1|1078|5|
5765353|2015|PC|  |06197120    |39832|CA||1|1078|10|
5765345|2015|PC|  |06197117    |39832|CA||1|1078|5|
5765347|2015|PC|  |06197118    |39832|CA||1|1078|5|
5773855|2015|PC|  |06200209    |39832|CA||1|1078|5|
5792990|2015|PC|  |06208946    |39832|CA||1|1078|5|
5779088|2015|PC|  |06202635    |39832|CA||1|1078|5|
5779089|2015|PC|  |06202636    |39832|CA||1|1078|5|
5779091|2015|PC|  |06202639    |39832|CA||1|1078|5|
5781212|2015|PC|  |06203711    |39832|CA||1|1078|5|
5784457|2015|PC|  |06205506    |39832|CA||1|1078|5|
5784495|2015|PC|  |06205516    |39832|CA||1|1078|5|
5784503|2015|PC|  |06205518    |39832|CA||1|1078|5|
5784522|2015|PC|  |06205521    |39832|CA||1|1078|5|
5800008|2015|PC|  |06211981    |39832|CA||1|1078|5|
5809364|2015|PC|  |06215411    |39832|CA||1|1078|5|
5815411|2015|PC|  |06218137    |39832|CA||1|1078|5|
5815515|2015|PC|  |06218215    |39832|CA||1|1078|5|
5815801|2015|PC|  |06218379    |39832|CA||1|1078|5|
5815810|2015|PC|  |06218382    |39832|CA||1|1078|5|
5815812|2015|PC|  |06218384    |39832|CA||1|1078|5|
5815815|2015|PC|  |06218385    |39832|CA||1|1078|5|
5817096|2015|PC|  |06220120    |39832|CA||1|1078|5|
5820412|2015|PC|  |06221156    |39832|CA|6|5|1078|9|
5828913|2015|PC|  |06224827    |39832|CA||1|1078|5|
5835214|2015|PC|  |06227927    |39832|CA||1|1078|5|
5835217|2015|PC|  |06227930    |39832|CA||1|1078|5|
5835220|2015|PC|  |06227931    |39832|CA||1|1078|5|
5835221|2015|PC|  |06227932    |39832|CA||1|1078|5|
5835222|2015|PC|  |06227933    |39832|CA||1|1078|5|
5835786|2015|PC|  |06228349    |39832|CA||1|1078|5|
5835788|2015|PC|  |06228350    |39832|CA||1|1078|5|
5838873|2015|PC|  |06229738    |39832|CA||1|1078|5|
5838875|2015|PC|  |06229739    |39832|CA||1|1078|5|
5838878|2015|PC|  |06229741    |39832|CA||1|1078|5|
5854433|2015|PC|  |06231489    |39832|CA||1|1078|5|
5854480|2015|PC|  |06231511    |39832|CA||1|1078|5|
5854482|2015|PC|  |06231543    |39832|CA||1|1078|5|
5854615|2015|PC|  |06231518    |39832|CA||1|1078|5|
5855366|2015|PC|  |06231485    |39832|CA||1|1078|10|
5855370|2015|PC|  |06231508    |39832|CA||1|1078|5|
5855373|2015|PC|  |06231540    |39832|CA||1|1078|5|
5856062|2015|PC|  |06238433    |39832|CA||1|1078|5|
5874248|2015|PC|  |06247514    |39832|CA||1|1078|5|
5874245|2015|PC|  |06247511    |39832|CA||1|1078|5|
5874240|2015|PC|  |06247510    |39832|CA||1|1078|5|
5879109|2015|PC|  |06251222    |39832|CA||1|1078|5|
5884062|2016|PC|  |06256536    |39832|CA||1|1078|5|
5884065|2016|PC|  |06256539    |39832|CA||1|1078|5|
5885299|2016|PC|  |06258026    |39832|CA||1|1078|5|
5885302|2016|PC|  |06258030    |39832|CA||1|1078|5|
5885307|2016|PC|  |06258034    |39832|CA||1|1078|5|
5885394|2016|PC|  |06258145    |39832|CA||1|1078|5|
5889837|2016|PC|  |06263102    |39832|CA||1|1078|5|
5889840|2016|PC|  |06263105    |39832|CA||1|1078|5|
5890100|2016|PC|  |06263403    |39832|CA||1|1078|5|
5892308|2016|PC|  |06265776    |39832|CA||1|1078|5|
5892312|2016|PC|  |06265779    |39832|CA||1|1078|5|
5892313|2016|PC|  |06265781    |39832|CA||1|1078|5|
5897917|2016|PC|  |06271809    |39832|CA|7|6|1078|10|
5898144|2016|PC|  |06272061    |39832|CA|1|6|1078|9|
5899907|2016|PC|  |06273915    |39832|CA||1|1078|5|
5899911|2016|PC|  |06273919    |39832|CA||1|1078|5|
5900096|2016|PC|  |06274128    |39832|CA||1|1078|5|
5900153|2016|PC|  |06274605    |39832|CA||1|1078|5|
5900154|2016|PC|  |06274606    |39832|CA||1|1078|5|
5900155|2016|PC|  |06274607    |39832|CA||1|1078|5|
5902880|2016|PC|  |06277119    |39832|CA||1|1078|5|
5902883|2016|PC|  |06277124    |39832|CA||1|1078|5|
5912730|2016|PC|  |06287536    |39832|CA|6|5|1078|9|
5906094|2016|PC|  |06280500    |39832|CA||1|1078|5|
5906096|2016|PC|  |06280502    |39832|CA||1|1078|5|
5906099|2016|PC|  |06280505    |39832|CA||1|1078|5|
5906555|2016|PC|  |06280947    |39832|CA||1|1078|5|
5906562|2016|PC|  |06280952    |39832|CA||1|1078|5|
5907652|2016|PC|  |06282099    |39832|CA||1|1078|5|
